x,y,__Title__
434.1034257214443,285.18029024961066,Point #126
261.0709563016031,246.6151033180577,Point #127
312.55375888644375,290.247690725371,Point #128
405.2107860372311,157.499909074992,Point #129
425.35980065566696,235.6421956394366,Point #130
356.45457992695776,140.20103200683585,Point #131
428.04160217843287,208.8337203551148,Point #132
386.1867343394696,285.75974258597233,Point #133
401.3730360712788,174.3868468557433,Point #134
358.7571973947939,272.0753716065321,Point #135
431.5223364153451,216.4127978302494,Point #136
383.8195389607183,131.89324593549787,Point #137
323.44334447063665,289.7973068669073,Point #138
356.3702219981797,118.05040157399264,Point #139
311.89713031607977,258.0943686901939,Point #140
342.568687024238,135.1899437330095,Point #141
331.6411271447293,286.5883058733916,Point #142
404.2417734994364,283.33135391810055,Point #143
460.4723913494069,250.37075165043515,Point #144
417.9368571672623,290.4257601114632,Point #145
337.4013659385256,278.2933965848532,Point #146
285.46464352700235,217.51623726162865,Point #147
454.5334887813172,234.34821375079343,Point #148
342.04860134367465,147.19784484624506,Point #149
418.69920231085393,279.8575861580148,Point #150
252.9216748479376,247.83262396062383,Point #151
327.05610960771304,169.6308019060274,Point #152
412.70361734458805,272.35356935922493,Point #153
291.9015502811497,243.741738734864,Point #154
269.6827896097687,261.96475665583034,Point #155
436.3309141960364,218.0017647463944,Point #156
374.17532570553385,290.91086016299323,Point #157
319.2948990327764,166.20219367695867,Point #158
432.3739648272007,233.4187203604889,Point #159
317.99432837262214,214.7790796582735,Point #160
462.94928803466416,251.32954133871203,Point #161
442.17250627367287,232.738503594606,Point #162
398.998829300383,155.3068547064556,Point #163
327.10645558299825,275.97810196118746,Point #164
305.90984897691857,274.4484757305164,Point #165
276.2192847622049,242.2468078293872,Point #166
408.6615363199496,153.3908786902616,Point #167
329.7272972542581,191.9736978565305,Point #168
430.05382015788393,274.21552535748805,Point #169
287.6569394108707,231.22924465759064,Point #170
249.5165181329034,267.1581125184716,Point #171
428.4891953242136,170.88809491744522,Point #172
317.68725374593566,170.3704181184328,Point #173
415.7877735788558,209.81619571279447,Point #174
329.0641460449802,186.7903741047489,Point #175
440.77722681831847,274.15306160799105,Point #176
421.5697310493935,156.8630477671498,Point #177
289.88534455869143,210.5639333555964,Point #178
421.2535479019727,184.47322195438656,Point #179
429.0309239725484,190.7916504302475,Point #180
347.4463300114308,169.97052248457996,Point #181
322.65501621534304,278.30913467687253,Point #182
452.8478431770616,215.5687365429692,Point #183
427.598454435777,196.6815070034472,Point #184
409.1276990532336,160.00676254220937,Point #185
365.2573356478176,257.910974207922,Point #186
410.3926096287749,270.9117380144529,Point #187
320.91447707713434,237.1567614756933,Point #188
306.58911449153953,191.6159732483287,Point #189
376.37856028443736,274.3032708155864,Point #190
446.1282954565466,217.76713379555835,Point #191
345.9480532130405,147.8676194897154,Point #192
301.57467902309946,239.80785959738137,Point #193
379.9903099290421,277.839102015209,Point #194
287.5574647988521,219.3696787973112,Point #195
372.9447379781435,120.65682834234252,Point #196
416.2739303023313,174.82330200109865,Point #197
357.73634335497496,139.02228327001544,Point #198
367.70813592166735,124.90546134781542,Point #199
298.43543868427804,280.3557183786049,Point #200
433.8360032432376,211.3215231655056,Point #201
426.2816698579106,272.90646553087646,Point #202
323.80477652731537,162.2868266011362,Point #203
389.22736295207454,154.2286608170267,Point #204
327.6909022804669,259.6824740176849,Point #205
386.30650896719214,152.8024210191256,Point #206
378.27254588060975,275.4905731876697,Point #207
323.25867107187014,224.1741773887379,Point #208
428.35101422013486,200.3599117105812,Point #209
424.328104685423,223.7591414501764,Point #210
336.96127730429305,170.76142654909654,Point #211
294.7719227868263,287.7085275806867,Point #212
442.7398167085434,287.1354290672712,Point #213
367.65568853855285,135.45131049731978,Point #214
343.1911644708299,137.9234516977968,Point #215
423.4981551052957,286.1918570400596,Point #216
301.1033678975633,273.5635402714302,Point #217
431.46858436388,286.0268141320871,Point #218
464.7883802264358,261.1881813262592,Point #219
337.8820214396815,270.1060775470792,Point #220
439.3234438894329,230.1379949042747,Point #221
335.75942551373896,270.4340089534028,Point #222
388.43432395293655,280.45152209359634,Point #223
379.3790526915949,275.6154649607192,Point #224
456.0780775986946,243.57504610734452,Point #225
314.92011648569223,265.39369324943146,Point #226
418.4288552016532,292.29827445080366,Point #227
464.863673705017,247.99064375390208,Point #228
285.3415337694056,279.95978725872453,Point #229
426.9240793390818,198.5458079717509,Point #230
435.9778943362829,230.88329188588253,Point #231
436.6172097616724,223.0028699545581,Point #232
332.4919255121351,288.7274026270787,Point #233
373.85331224260375,267.22337402404094,Point #234
390.98092840664935,271.6630174248575,Point #235
322.7624775217748,261.9082620276888,Point #236
388.7975964114355,148.65907675683914,Point #237
458.8155016813295,253.99496514138497,Point #238
366.5419346110772,301.3854858740332,Point #239
323.8648552086775,148.94081944523592,Point #240
288.6617186306847,239.49815954034767,Point #241
325.31272740795333,231.85369748018425,Point #242
324.2624842695807,292.9163398744836,Point #243
305.82899381424915,284.6090243273695,Point #244
316.5963845575573,281.616174830034,Point #245
434.6189820088039,198.9098510233904,Point #246
398.0925909794849,279.5178363492597,Point #247
361.8743716100482,279.0530127849672,Point #248
300.5737622706346,199.07522924647665,Point #249
297.3696574050677,208.7751577916952,Point #250
361.8645076115285,277.1706264383848,Point #251
387.4854631664811,145.16872997782502,Point #252
335.1785425059451,135.027468487045,Point #253
422.3642778233119,282.06445768376113,Point #254
368.099023993169,272.53777935198747,Point #255
312.5368056448823,178.91786175942607,Point #256
394.9842679849015,137.03146212506115,Point #257
421.6753310191737,286.272298463446,Point #258
354.6104075914297,159.24140202515662,Point #259
378.1134142892714,288.2563214941054,Point #260
303.20425129228926,212.2242294039293,Point #261
354.7621568171594,127.68543513456106,Point #262
431.8714595807879,212.0279122853168,Point #263
313.88590565268584,266.13780178262607,Point #264
275.46583291870377,263.85875602023435,Point #265
351.0263466829128,267.3043475695632,Point #266
354.8373859901775,278.4492391554606,Point #267
354.2894854101765,282.8993698186609,Point #268
421.71446364513247,273.68089381661184,Point #269
308.22082530560107,167.32488385238022,Point #270
316.5831569232556,289.24295666151136,Point #271
390.8376444316285,280.8133764106062,Point #272
335.9306266751016,188.885546447602,Point #273
455.46229542174046,275.4558927034658,Point #274
350.04078472194686,170.56677389620458,Point #275
334.7592944933662,263.0005124380397,Point #276
335.1680436875739,166.78256964867373,Point #277
448.71592025411945,225.4974469776645,Point #278
430.4469296210153,191.50768493284343,Point #279
424.816021791869,170.24076859914763,Point #280
357.51912321960265,167.87981259085086,Point #281
393.46982463984097,151.67300275121465,Point #282
293.613535186265,224.06444266608284,Point #283
337.08031357915155,174.27875407940073,Point #284
329.83627787182263,181.5461149893267,Point #285
337.1047588635036,152.61908984860764,Point #286
459.90306087562186,243.4201655722539,Point #287
431.0272304457436,204.4975808400504,Point #288
430.9011997915508,173.34068359410986,Point #289
405.966391297074,175.8833207924276,Point #290
323.4953528977477,265.58783726484813,Point #291
405.2144889119933,149.596633392068,Point #292
421.1721961988426,196.0489991124276,Point #293
300.09338441171747,247.18462772359192,Point #294
429.6485337311207,263.2725315884341,Point #295
457.383870216669,236.8581842625505,Point #296
368.5451850726613,111.97563561646618,Point #297
414.9353941297417,146.2330108378521,Point #298
375.11210665755823,281.9422069589669,Point #299
354.0111558967744,284.82075543393154,Point #300
463.9406493085349,247.684842308537,Point #301
289.30597830702123,235.22766197840195,Point #302
424.66012896510335,186.360388243497,Point #303
377.32240875928414,273.806209007917,Point #304
321.22786189538306,275.6969150343303,Point #305
330.72709676718256,283.1747484629039,Point #306
402.9364967751674,173.79240844126184,Point #307
444.6257875698036,234.77655495411912,Point #308
342.8229693640365,268.7555035809253,Point #309
385.348459008204,279.64794775693343,Point #310
338.7620099174946,182.50450134564667,Point #311
248.9098788437516,259.087412302482,Point #312
345.0984523012452,152.27492998049948,Point #313
312.1513495262036,210.1557932000216,Point #314
324.2515792956579,161.8565721951259,Point #315
315.23496570499907,194.1836853737536,Point #316
319.0810875937964,204.9375535381032,Point #317
404.4006082823988,280.9272657648632,Point #318
266.65025520236145,262.44821084764897,Point #319
310.6489813595752,199.6870461201865,Point #320
436.29927161360985,204.9954331446237,Point #321
371.5053830249097,279.937638475677,Point #322
311.2221199788761,229.50688997945105,Point #323
340.61868910448743,289.402779338588,Point #324
351.92469675855176,141.5208964547739,Point #325
306.4861192397804,294.73664176622697,Point #326
432.2125905932058,203.2937667390207,Point #327
395.2894347733607,295.06408087058367,Point #328
424.563582759369,183.0050729654596,Point #329
326.5805351013264,189.82448727212065,Point #330
415.962578922038,293.28370665909284,Point #331
326.6057179661905,278.73839141228115,Point #332
432.1166723313575,170.83263803723116,Point #333
308.27141990104013,164.4028611219456,Point #334
357.8646187317622,277.9644358111694,Point #335
416.85315549230086,273.2887101578335,Point #336
420.189948949648,192.82570538896243,Point #337
267.8412765032579,223.8126679712149,Point #338
360.1970817527322,274.17816362237653,Point #339
423.5376515274501,230.43757665414856,Point #340
443.8097801430474,261.7129464013201,Point #341
341.6422660502138,177.57934712458928,Point #342
418.44593449187175,206.9896729109101,Point #343
291.135813896626,256.2334282050033,Point #344
351.7980045734422,147.6237670486711,Point #345
322.46183977461834,289.69913308182987,Point #346
356.2627073629692,137.7659888500315,Point #347
353.4138745256572,136.03198118222676,Point #348
301.4488871079277,259.6491567173248,Point #349
336.61432330531164,277.539499615879,Point #350
397.2076875967568,280.70776011451613,Point #351
452.4788001910737,242.7330050761208,Point #352
476.369317279964,270.37769834487904,Point #353
410.9305049814788,170.5872013026045,Point #354
393.5629357282056,278.4255976531222,Point #355
281.1568699463152,242.86766298874176,Point #356
268.0084212172059,225.2074399725257,Point #357
320.3066070630134,157.27387419244874,Point #358
399.3666166687548,264.17363403527327,Point #359
349.506325784915,276.69756727105334,Point #360
431.1332040464607,176.76651542887413,Point #361
336.50202113216216,258.7703016815572,Point #362
416.6491595335349,159.59753345423073,Point #363
315.3688769563391,183.7497121677557,Point #364
435.6197203599736,279.82631931225427,Point #365
411.50384598887047,170.0706582464011,Point #366
420.63309348184254,189.59606295984045,Point #367
294.9821907466328,209.6974742942805,Point #368
457.5888001935859,239.0876292804498,Point #369
412.26617279430207,282.360503930004,Point #370
299.5222639494317,223.1526257267944,Point #371
456.5841760957045,224.4699902771736,Point #372
296.30195156040133,208.53137441418795,Point #373
424.0957237076568,274.7573226297898,Point #374
442.1600266140098,210.47321607415952,Point #375
327.82658119697925,279.34743949602137,Point #376
296.09759161124447,205.4527124111786,Point #377
431.0576382272181,277.8051295393637,Point #378
287.6013045778073,194.50199333479165,Point #379
428.9799061878253,148.110896963653,Point #380
365.1108600805032,119.92671500312274,Point #381
363.0435586402925,128.29744602888007,Point #382
355.0432686476317,132.04439037242713,Point #383
374.5829392595873,287.0270697206074,Point #384
444.6010373660814,223.00048817485225,Point #385
477.20572507182953,270.3643791101902,Point #386
449.8402298166765,239.7078869573632,Point #387
400.8671848995569,140.17650839954015,Point #388
442.57088879752064,222.23985977017816,Point #389
344.8893645445242,298.2191380904396,Point #390
379.6560815749027,282.3934284232979,Point #391
348.1572093931947,145.40728930810025,Point #392
358.7584088108805,294.1060557300246,Point #393
303.4344270501516,234.0455173668084,Point #394
329.92108041323934,165.39771216253402,Point #395
300.8158661574044,180.68817918153985,Point #396
472.6884018372664,256.43089132763737,Point #397
333.79990105495807,276.1829563837373,Point #398
398.9893625016877,152.4593323324879,Point #399
368.34357021702056,293.158475490874,Point #400
401.9596279608105,275.1246459569149,Point #401
312.88450725197924,224.9236362088462,Point #402
317.12950958730386,215.138529133031,Point #403
371.7838003796064,264.61957157733696,Point #404
441.6442870447925,211.28406363899785,Point #405
330.5694950221712,271.36615472324905,Point #406
414.5405640078416,173.5726217417239,Point #407
408.4481899003593,145.37604631768863,Point #408
343.4107732082987,296.61143680945094,Point #409
357.85095698274495,137.82375497994752,Point #410
355.3588092892506,278.8915998298877,Point #411
329.63876323152874,276.8580117349703,Point #412
381.56846341358414,290.0074516523852,Point #413
451.56444027484014,226.35241960791168,Point #414
320.10499684790733,201.1577256229053,Point #415
323.792867086504,279.25388189614813,Point #416
356.8929459302178,147.35160320405112,Point #417
296.80542266075975,248.0255652473432,Point #418
348.6353353253581,268.753512465805,Point #419
331.03176952846644,163.93201212359054,Point #420
416.3336850099194,147.5893245650132,Point #421
279.07761206002255,214.23829727226928,Point #422
457.6781820166306,223.93761081179449,Point #423
433.2493433941818,201.5096721772021,Point #424
355.5296302522394,277.8847075928903,Point #425
324.40428002640755,202.3016068652108,Point #426
292.0254801087002,230.71783311790432,Point #427
452.740640992262,251.5994044055886,Point #428
437.01237547515615,206.185380508443,Point #429
442.40646632909966,245.43277956278104,Point #430
391.75421630094655,152.55871810787886,Point #431
437.7527495729757,276.2097052180948,Point #432
369.7294452693024,140.44191505478227,Point #433
402.8776700748231,288.3326479703188,Point #434
459.3845897407083,222.1285282404108,Point #435
409.5843225639901,195.1271814797567,Point #436
339.5953930866123,283.85194257030605,Point #437
433.540939258927,223.0343638943516,Point #438
364.7916393537796,151.06704123635268,Point #439
310.69878797124585,200.79601152054263,Point #440
434.86714500882937,247.3909236359984,Point #441
312.070397972054,292.20251394717604,Point #442
357.8055407353857,273.5654463401204,Point #443
426.1329099542559,269.6302346139438,Point #444
324.34258350513545,156.6383927047113,Point #445
315.73190505895536,193.7962737404357,Point #446
307.91043265533085,294.0739289860685,Point #447
456.9591301481691,239.7171465125797,Point #448
459.1853740526361,234.06966985741883,Point #449
416.3109463358493,209.3234208728288,Point #450
421.9982270406968,202.24109898006856,Point #451
344.4163633146562,261.7642368683898,Point #452
275.3025732368294,252.31692722571484,Point #453
443.07591192461206,206.8775831970346,Point #454
362.12119452378187,284.1849082652832,Point #455
425.49277778715776,167.30914595059392,Point #456
468.50307626651687,238.23382542477805,Point #457
359.146994944474,288.5688433537713,Point #458
299.5147984274502,255.57591534407044,Point #459
342.1456277191236,148.64476490116368,Point #460
302.156762762701,241.60116874622696,Point #461
344.13920006027223,160.7346871961648,Point #462
334.09415203457377,197.362118318902,Point #463
315.1482005714881,175.0146358291895,Point #464
263.3668789433628,224.32491077708903,Point #465
466.01684983299975,263.4532932434682,Point #466
400.88263073064985,283.2733741747672,Point #467
409.6214434533019,167.3370629285022,Point #468
353.8883018105766,278.36438948078404,Point #469
437.1724346266258,190.01551176816284,Point #470
471.0000193163016,278.45003657791284,Point #471
319.7338487609394,272.8779651198735,Point #472
298.42648409760943,204.17763046659144,Point #473
331.3369979354755,293.665889656918,Point #474
288.5725376161895,236.37978290919665,Point #475
471.3098018367039,233.9264473125785,Point #476
332.75736358108,158.72338686682315,Point #477
266.419513007056,258.05878736375547,Point #478
394.2059858020327,290.81860161291667,Point #479
364.700656249278,138.1808597914603,Point #480
446.9859692328236,217.13537039391989,Point #481
308.9017652639619,196.80673699760737,Point #482
286.58359670237974,261.2580647603057,Point #483
295.6812100571876,184.52611603608727,Point #484
370.67156569346207,259.61448681123375,Point #485
343.08496064019613,130.30788243953967,Point #486
455.1999159096047,215.8639680554496,Point #487
318.9746759848129,213.88966216351852,Point #488
294.59471692724605,283.92601718740576,Point #489
320.9104812551581,296.68857597817345,Point #490
296.3975217265381,285.4435979216202,Point #491
451.77203625075487,233.67856414226685,Point #492
293.8015670788592,234.4879869803172,Point #493
411.0815701524799,189.8439364599754,Point #494
320.1831911798523,287.7643127287973,Point #495
421.8162142581105,167.62348760211967,Point #496
368.47406416052456,290.3169816552167,Point #497
277.3923614049694,239.01304071264585,Point #498
404.9540622326848,263.2524880847562,Point #499
429.6056449761616,271.1412685095356,Point #500
436.5035237093189,264.7640164420189,Point #501
312.94163714925355,214.0609461086611,Point #502
408.4874049215616,163.9629294997633,Point #503
333.68342798065737,259.3210221827364,Point #504
282.17588685009594,221.43719740890933,Point #505
452.9579203477451,243.23903040821108,Point #506
302.738584930666,191.2989080526576,Point #507
261.84552445709375,258.2406771223245,Point #508
280.029482799192,233.6839357104851,Point #509
325.15831501187614,257.90191742137324,Point #510
356.4255917062612,132.78924421373384,Point #511
315.43222053453803,271.5368236656112,Point #512
441.452955829366,252.11772549541087,Point #513
359.3560683976776,289.07656642378,Point #514
286.0772827945152,216.61312247018395,Point #515
364.4405325070431,293.70475286735376,Point #516
